action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,420274,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c1cccc([N+](=O)[O-])c1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '20.69', 'le': '0.40', 'lle': '5.32', 'sei': '10.08'}",CHEMBL158637,,CHEMBL158637,8.82,0,http://www.openphacts.org/units/Nanomolar,315507,=,1,1,=,,IC50,nM,,1.5,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,1.5
,,420281,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)C(=O)c1ccccc1-2,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '14.67', 'le': '0.28', 'lle': '2.30', 'sei': '11.55'}",CHEMBL349694,,CHEMBL349694,7.10,0,http://www.openphacts.org/units/Nanomolar,315483,=,1,1,=,,IC50,nM,,80.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,80.0
,,420282,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,S=C(NCCC1CCN(Cc2ccccc2)CC1)Nc1cccnc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '17.77', 'le': '0.34', 'lle': '2.63', 'sei': '15.68'}",CHEMBL161607,,CHEMBL161607,6.30,0,http://www.openphacts.org/units/Nanomolar,315488,=,1,1,=,,IC50,nM,,500.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,500.0
,,420283,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '21.31', 'le': '0.40', 'lle': '4.27', 'sei': '14.61'}",CHEMBL659,GALANTAMINE,CHEMBL659,6.12,0,http://www.openphacts.org/units/Nanomolar,315493,=,1,1,=,,IC50,nM,,750.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,750.0
,,421692,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c1ccccc1[N+](=O)[O-],,,CHEMBL1127658,J Med Chem,1994,"{'bei': '17.34', 'le': '0.34', 'lle': '3.90', 'sei': '8.45'}",CHEMBL159634,,CHEMBL159634,7.40,0,http://www.openphacts.org/units/Nanomolar,315464,=,1,1,=,,IC50,nM,,40.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,40.0
,,423134,[],CHEMBL636833,Inhibitory activity against acetylcholine esterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])/C=C(\NCCC1CCN(Cc2ccccc2)CC1)NCc1ccccc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '17.54', 'le': '0.33', 'lle': '3.18', 'sei': '9.83'}",CHEMBL162750,,CHEMBL162750,6.92,0,http://www.openphacts.org/units/Nanomolar,315462,=,1,1,=,,IC50,nM,,120.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,120.0
,,423154,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '18.51', 'le': '0.38', 'lle': '3.45', 'sei': '17.35'}",CHEMBL161139,,CHEMBL161139,7.70,0,http://www.openphacts.org/units/Nanomolar,315471,=,1,1,=,,IC50,nM,,20.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,20.0
,,423155,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,S=C(NCCC1CCN(Cc2ccccc2)CC1)Nc1ccccc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '18.67', 'le': '0.36', 'lle': '2.32', 'sei': '24.18'}",CHEMBL161190,,CHEMBL161190,6.60,0,http://www.openphacts.org/units/Nanomolar,315478,=,1,1,=,,IC50,nM,,250.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,250.0
,,426897,[],CHEMBL636833,Inhibitory activity against acetylcholine esterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '24.41', 'le': '0.46', 'lle': '4.95', 'sei': '15.00'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,6.72,0,http://www.openphacts.org/units/Nanomolar,315463,=,1,1,=,,IC50,nM,,190.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,190.0
,,426908,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCC1CCN(Cc2ccccc2)CC1)/C(S)=N/c1ccccc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '15.03', 'le': '0.29', 'lle': '0.68', 'sei': '29.31'}",CHEMBL159553,,CHEMBL159553,5.52,0,http://www.openphacts.org/units/Nanomolar,315477,=,1,1,=,,IC50,nM,,3000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,3000.0
,,426909,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1cccc(N/C(S)=N/CCC2CCN(Cc3ccccc3)CC2)c1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '15.84', 'le': '0.31', 'lle': '0.97', 'sei': '24.17'}",CHEMBL161269,,CHEMBL161269,6.68,0,http://www.openphacts.org/units/Nanomolar,315504,=,1,1,=,,IC50,nM,,210.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,210.0
,,426910,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '35.10', 'le': '0.63', 'lle': '4.26', 'sei': '17.88'}",CHEMBL95,TACRINE,CHEMBL95,6.96,0,http://www.openphacts.org/units/Nanomolar,315494,=,1,1,=,,IC50,nM,,110.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,110.0
,,429467,[],CHEMBL636833,Inhibitory activity against acetylcholine esterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])/C=C(\NCCC1CCN(Cc2ccccc2)CC1)Nc1ccccc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '18.65', 'le': '0.35', 'lle': '3.03', 'sei': '10.08'}",CHEMBL161779,,CHEMBL161779,7.10,0,http://www.openphacts.org/units/Nanomolar,315461,=,1,1,=,,IC50,nM,,80.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,80.0
,,429482,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(N/C(S)=N/CCC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '17.79', 'le': '0.35', 'lle': '2.12', 'sei': '18.51'}",CHEMBL160008,,CHEMBL160008,6.82,0,http://www.openphacts.org/units/Nanomolar,315475,=,1,1,=,,IC50,nM,,150.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,150.0
,,429483,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(N/C(S)=N/CCC2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1OC,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '12.38', 'le': '0.24', 'lle': '1.07', 'sei': '6.36'}",CHEMBL159779,,CHEMBL159779,5.68,0,http://www.openphacts.org/units/Nanomolar,315499,=,1,1,=,,IC50,nM,,2100.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,2100.0
,,430622,[],CHEMBL636835,Inhibition against acetylcholinesterase (AChE),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NC(=S)NCCC1CCN(Cc2ccccc2)CC1)c1ccc2c(=O)c3ccccc3oc2c1,,,CHEMBL1127658,J Med Chem,1994,"{'bei': '15.93', 'le': '0.30', 'lle': '3.11', 'sei': '10.67'}",CHEMBL440547,,CHEMBL440547,7.96,0,http://www.openphacts.org/units/Nanomolar,315482,=,1,1,=,,IC50,nM,,11.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,11.0
,,437206,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(O)C(=O)O.c1ccc(C2=NNC(NCCN3CCCCC3)=NC2)cc1,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '15.16', 'le': '0.28', 'lle': '2.90', 'sei': '8.32'}",CHEMBL159333,,CHEMBL1181220,4.33,0,http://www.openphacts.org/units/Nanomolar,321111,=,1,1,=,,IC50,nM,,47000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,47.0
,,437225,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.Nc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1132590,J Med Chem,1999,,CHEMBL557161,,CHEMBL1082741,,0,http://www.openphacts.org/units/Nanomolar,321097,=,1,1,=,,IC50,nM,,270000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,270.0
,,437226,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,c1ccc(-c2ncc(NCCN3CCCCC3)nn2)cc1,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '14.98', 'le': '0.28', 'lle': '1.80', 'sei': '7.87'}",CHEMBL423639,,CHEMBL423639,4.24,0,http://www.openphacts.org/units/Nanomolar,321093,=,1,1,=,,IC50,nM,,57000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,57.0
,,438637,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.OCc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1132590,J Med Chem,1999,,CHEMBL542287,,CHEMBL1083676,,0,http://www.openphacts.org/units/Nanomolar,321086,=,1,1,=,,IC50,nM,,440000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,440.0
,,439951,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.FC(F)(F)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1132590,J Med Chem,1999,,CHEMBL553467,,CHEMBL1082740,,0,http://www.openphacts.org/units/Nanomolar,321098,=,1,1,=,,IC50,nM,,740000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,740.0
,,441213,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1cc(-c2ccc3c(c2)OCO3)nnc1NCCN1CCCCC1.Cl,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '17.62', 'le': '0.33', 'lle': '2.92', 'sei': '10.08'}",CHEMBL536467,,CHEMBL1085021,6.00,0,http://www.openphacts.org/units/Nanomolar,321082,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,1.0
,,442642,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1cc(-c2ccccc2)nnc1NCCN1CCCCC1.Cl,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '17.77', 'le': '0.33', 'lle': '1.92', 'sei': '12.83'}",CHEMBL538556,,CHEMBL1085019,5.27,0,http://www.openphacts.org/units/Nanomolar,321081,=,1,1,=,,IC50,nM,,5400.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,5.4
,,445342,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,,,CHEMBL1132590,J Med Chem,1999,,CHEMBL542771,,CHEMBL150365,,0,http://www.openphacts.org/units/Nanomolar,321099,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,100.0
,,453152,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1132590,J Med Chem,1999,,CHEMBL544887,,CHEMBL151417,,0,http://www.openphacts.org/units/Nanomolar,321079,>,1,1,>,,IC50,nM,,1000000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,1000.0
,,459671,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(O)C(=O)O.c1ccc(-c2cnc(NCCN3CCCCC3)nn2)cc1,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '14.90', 'le': '0.27', 'lle': '1.78', 'sei': '7.83'}",CHEMBL351412,,CHEMBL1184478,4.22,0,http://www.openphacts.org/units/Nanomolar,321092,=,1,1,=,,IC50,nM,,60000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,60.0
,,464805,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc(-c2ccc(NCCN3CCCCC3)nn2)cc1,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '17.30', 'le': '0.32', 'lle': '1.85', 'sei': '11.90'}",CHEMBL538098,,CHEMBL281588,4.89,0,http://www.openphacts.org/units/Nanomolar,321080,=,1,1,=,,IC50,nM,,13000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,13.0
,,467479,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1cc(-c2ccc(Cl)cc2)nnc1NCCN1CCOCC1.Cl,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '13.43', 'le': '0.27', 'lle': '1.62', 'sei': '8.89'}",CHEMBL540602,,CHEMBL150985,4.47,0,http://www.openphacts.org/units/Nanomolar,321084,=,1,1,=,,IC50,nM,,34000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,34.0
,,467480,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,c1ccc(-c2ccc(NCCN3CCCCC3)nc2)cc1,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '14.77', 'le': '0.27', 'lle': '0.50', 'sei': '14.75'}",CHEMBL351647,,CHEMBL351647,4.16,0,http://www.openphacts.org/units/Nanomolar,321095,=,1,1,=,,IC50,nM,,70000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,70.0
,,468973,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '13.64', 'le': '0.25', 'lle': '1.87', 'sei': '8.10'}",CHEMBL536932,MINAPRINE HYDROCHLORIDE,CHEMBL278819,4.07,0,http://www.openphacts.org/units/Nanomolar,321085,=,1,1,=,,IC50,nM,,85000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,85.0
,,470364,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cc1cc(-c2ccc(Cl)cc2)nnc1NCCN1CCCCC1.O=C(O)C(=O)O,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '17.79', 'le': '0.35', 'lle': '1.89', 'sei': '14.34'}",CHEMBL163508,,CHEMBL1085020,5.89,0,http://www.openphacts.org/units/Nanomolar,321083,=,1,1,=,,IC50,nM,,1300.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,1.3
,,471776,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,c1ccc(-c2nnc(NCCN3CCCCC3)s2)cc1,,,CHEMBL1132590,J Med Chem,1999,"{'bei': '14.80', 'le': '0.29', 'lle': '1.17', 'sei': '10.40'}",CHEMBL349073,,CHEMBL349073,4.27,0,http://www.openphacts.org/units/Nanomolar,321109,=,1,1,=,,IC50,nM,,54000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,54.0
,,471810,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc(-c2cc(-c3ccccc3)c(NCCN3CCOCC3)nn2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1132590,J Med Chem,1999,,CHEMBL541356,,CHEMBL356224,,0,http://www.openphacts.org/units/Nanomolar,321096,=,1,1,=,,IC50,nM,,260000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,260.0
,,471811,[],CHEMBL641395,In vitro inhibition of acetylcholinesterase in homogenized rat striatum.,B,,,BAO_0000190,BAO_0000221,tissue-based format,c1ccc(-c2cnc(NCCN3CCCCC3)nc2)cc1,,,CHEMBL1132590,J Med Chem,1999,,CHEMBL164797,,CHEMBL164797,,0,http://www.openphacts.org/units/Nanomolar,321094,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,uM,UO_0000065,,100.0
,,476543,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,CN(C)CCCCCCCCNc1c2c(nc3ccccc13)CCCC2.Cl,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '20.73', 'le': '0.38', 'lle': '1.90', 'sei': '26.02'}",CHEMBL541853,,CHEMBL1084094,7.33,0,http://www.openphacts.org/units/Nanomolar,258262,=,1,1,=,,IC50,nM,,47.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,47.0
,,476547,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,CN(C)CCCCCCCCCNc1c2c(nc3ccccc13)CCCC2.Cl,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '19.45', 'le': '0.36', 'lle': '1.33', 'sei': '25.39'}",CHEMBL542477,,CHEMBL1084095,7.15,0,http://www.openphacts.org/units/Nanomolar,258261,=,1,1,=,,IC50,nM,,71.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,71.0
,,477755,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '18.23', 'le': '0.33', 'lle': '0.86', 'sei': '16.04'}",CHEMBL545539,,CHEMBL1084775,8.00,0,http://www.openphacts.org/units/Nanomolar,258264,=,1,1,=,,IC50,nM,,10.1,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,10.1
,,477759,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.NCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '20.27', 'le': '0.38', 'lle': '1.67', 'sei': '13.51'}",CHEMBL545774,,CHEMBL1083790,6.88,0,http://www.openphacts.org/units/Nanomolar,258251,=,1,1,=,,IC50,nM,,131.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,131.0
,,481668,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '20.86', 'le': '0.39', 'lle': '2.07', 'sei': '12.75'}",CHEMBL540830,,CHEMBL1083789,6.50,0,http://www.openphacts.org/units/Nanomolar,258245,=,1,1,=,,IC50,nM,,319.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,319.0
,,481671,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(NCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '15.88', 'le': '0.29', 'lle': '-0.51', 'sei': '14.87'}",CHEMBL544369,,CHEMBL1082739,7.41,0,http://www.openphacts.org/units/Nanomolar,258257,=,1,1,=,,IC50,nM,,38.7,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,38.7
,,481674,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,CN(C)CCCCCCCNc1c2c(nc3ccccc13)CCCC2.Cl,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '21.45', 'le': '0.40', 'lle': '2.24', 'sei': '25.87'}",CHEMBL542732,,CHEMBL1083791,7.28,0,http://www.openphacts.org/units/Nanomolar,258263,=,1,1,=,,IC50,nM,,52.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,52.0
,,485236,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.NCCCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '17.67', 'le': '0.33', 'lle': '0.35', 'sei': '13.24'}",CHEMBL544603,,CHEMBL1084093,6.75,0,http://www.openphacts.org/units/Nanomolar,258249,=,1,1,=,,IC50,nM,,180.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,180.0
,,487521,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(NCCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '15.68', 'le': '0.29', 'lle': '-0.40', 'sei': '13.55'}",CHEMBL544143,,CHEMBL1084531,6.75,0,http://www.openphacts.org/units/Nanomolar,258265,=,1,1,=,,IC50,nM,,176.0,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,176.0
,,488726,[],CHEMBL641387,"Inhibition of acetylcholinesterase activity in rat cerebral cortex homogenate, in the presence of a specific butyrylcholinesterase (BChE) inhibitor; ethopropazine",B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,,,CHEMBL1132438,J Med Chem,1999,"{'bei': '17.80', 'le': '0.32', 'lle': '0.53', 'sei': '16.16'}",CHEMBL542236,,CHEMBL1082738,8.06,0,http://www.openphacts.org/units/Nanomolar,258248,=,1,1,=,,IC50,nM,,8.8,CHEMBL3199,Rattus norvegicus,Acetylcholinesterase,10116,,,IC50,nM,UO_0000065,,8.8
